"Date","Price","Open","High","Low","Vol.","Change %"
"06/05/2016","94.57","94.02","94.71","93.42","","0.57%"
"05/29/2016","94.03","95.70","95.97","93.86","","-1.56%"
"05/22/2016","95.52","95.32","95.78","94.94","","0.20%"
"05/15/2016","95.33","94.65","95.50","94.33","","0.76%"
"05/08/2016","94.61","93.91","94.84","93.68","","0.77%"
"05/01/2016","93.89","93.02","93.96","91.92","","0.87%"
"04/24/2016","93.08","95.11","95.08","93.01","","-2.14%"
"04/17/2016","95.12","94.59","95.20","93.92","","0.44%"
"04/10/2016","94.70","94.10","95.20","93.63","","0.50%"
"04/03/2016","94.23","94.56","95.07","94.02","","-0.41%"
"03/27/2016","94.62","96.27","96.40","94.32","","-1.58%"
"03/20/2016","96.14","95.15","96.36","95.00","","1.10%"
"03/13/2016","95.09","96.31","97.06","94.58","","-1.12%"
"03/06/2016","96.17","97.40","98.42","95.94","","-1.20%"
"02/28/2016","97.34","98.17","98.58","97.02","","-0.83%"
"02/21/2016","98.15","96.78","98.26","96.73","","1.60%"
"02/14/2016","96.60","96.08","97.17","95.94","","0.69%"
"02/07/2016","95.94","97.06","97.48","95.24","","-1.12%"
"01/31/2016","97.03","99.55","99.63","96.26","","-2.59%"
"01/24/2016","99.61","99.52","99.83","98.42","","0.04%"
"01/17/2016","99.57","98.80","99.80","98.63","","0.62%"
"01/10/2016","98.96","98.41","99.33","98.25","","0.43%"
"01/03/2016","98.54","98.59","99.63","98.05","","-0.09%"
"12/27/2015","98.63","97.95","98.78","97.80","","0.66%"
"12/20/2015","97.98","98.68","98.84","97.86","","-0.73%"
"12/13/2015","98.70","97.61","99.29","97.19","","1.17%"
"12/06/2015","97.56","98.38","98.90","97.22","","-0.80%"
"11/29/2015","98.35","100.08","100.51","97.59","","-1.67%"
"11/22/2015","100.02","99.66","100.20","99.31","","0.46%"
"11/15/2015","99.56","99.00","99.85","98.73","","0.57%"
"11/08/2015","99.00","99.27","99.50","98.43","","-0.17%"
"11/01/2015","99.17","96.69","99.34","96.64","","2.29%"
"10/25/2015","96.95","97.15","97.82","96.47","","-0.19%"
"10/18/2015","97.13","94.67","97.20","94.55","","2.74%"
"10/11/2015","94.54","94.86","94.98","93.81","","-0.28%"
"10/04/2015","94.81","95.84","96.17","94.69","","-1.06%"
"09/27/2015","95.83","96.29","96.50","95.22","","-0.46%"
"09/20/2015","96.27","95.36","96.70","95.04","","1.49%"
"09/13/2015","94.86","95.20","95.84","94.06","","-0.35%"
"09/06/2015","95.19","96.15","96.42","95.11","","-1.08%"
"08/30/2015","96.23","96.19","96.62","95.19","","0.12%"
"08/23/2015","96.11","94.86","96.32","92.62","","1.16%"
"08/16/2015","95.01","96.56","97.08","94.80","","-1.56%"
"08/09/2015","96.52","97.54","97.92","95.93","","-1.07%"
"08/02/2015","97.56","97.22","98.33","97.16","","0.23%"
"07/26/2015","97.34","97.20","97.77","96.29","","0.10%"
"07/19/2015","97.24","97.93","98.15","96.89","","-0.63%"
"07/12/2015","97.86","96.09","97.98","95.63","","1.91%"
"07/05/2015","96.03","96.42","97.23","95.45","","-0.08%"
"06/28/2015","96.11","96.11","96.42","94.68","","0.67%"
"06/21/2015","95.47","94.00","95.67","93.81","","1.48%"
"06/14/2015","94.08","95.16","95.39","93.56","","-0.94%"
"06/07/2015","94.97","96.47","96.55","94.32","","-1.39%"
"05/31/2015","96.31","96.90","97.68","94.65","","-0.62%"
"05/24/2015","96.91","96.23","97.78","96.17","","0.83%"
"05/17/2015","96.11","93.23","96.27","93.27","","3.19%"
"05/10/2015","93.14","94.79","95.26","93.13","","-1.74%"
"05/03/2015","94.79","95.25","95.95","93.88","","-0.54%"
"04/26/2015","95.30","96.95","97.28","94.40","","-1.67%"
"04/19/2015","96.92","97.34","98.45","96.75","","-0.62%"
"04/12/2015","97.52","99.47","99.99","97.00","","-1.83%"
"04/05/2015","99.34","96.59","99.69","96.33","","2.89%"
"03/29/2015","96.55","97.37","98.67","96.39","","-0.76%"
"03/22/2015","97.29","97.65","98.24","96.17","","-0.63%"
"03/15/2015","97.91","100.32","100.27","96.63","","-2.41%"
"03/08/2015","100.33","97.80","100.39","97.29","","2.79%"
"03/01/2015","97.61","95.38","97.73","95.06","","2.40%"
"02/22/2015","95.32","94.22","95.36","94.06","","1.04%"
"02/15/2015","94.34","94.10","94.79","93.80","","0.15%"
"02/08/2015","94.20","94.81","95.11","93.90","","-1.72%"
"02/01/2015","95.85","94.58","95.85","93.25","","1.11%"
"01/25/2015","94.80","95.23","95.33","93.70","","0.04%"
"01/18/2015","94.76","92.71","95.48","92.15","","2.42%"
"01/11/2015","92.52","91.88","93.26","91.51","","0.63%"
"01/04/2015","91.94","91.13","92.53","91.12","","0.94%"
"12/28/2014","91.08","89.98","91.16","89.79","","1.17%"
"12/21/2014","90.03","89.63","90.16","89.37","","0.48%"
"12/14/2014","89.60","88.21","89.65","87.63","","1.40%"
"12/07/2014","88.36","89.40","89.55","87.91","","-1.09%"
"11/30/2014","89.33","88.16","89.47","87.78","","1.10%"
"11/23/2014","88.36","88.44","88.44","87.52","","0.06%"
"11/16/2014","88.31","87.51","88.39","87.18","","0.89%"
"11/09/2014","87.53","87.43","88.27","87.22","","-0.13%"
"11/02/2014","87.64","87.08","88.19","86.88","","0.83%"
"10/26/2014","86.92","85.70","87.13","85.19","","1.39%"
"10/19/2014","85.73","85.28","85.94","84.74","","0.73%"
"10/12/2014","85.11","85.82","86.01","84.47","","-0.93%"
"10/05/2014","85.91","86.64","86.67","84.94","","-0.90%"
"09/28/2014","86.69","85.62","86.75","85.45","","1.23%"
"09/21/2014","85.64","84.78","85.69","84.36","","1.07%"
"09/14/2014","84.73","84.11","84.80","83.86","","0.58%"
"09/07/2014","84.24","83.83","84.52","83.80","","0.60%"
"08/31/2014","83.74","82.77","83.94","82.67","","1.20%"
"08/24/2014","82.75","82.61","82.75","82.31","","0.50%"
"08/17/2014","82.34","81.43","82.46","81.38","","1.13%"
"08/10/2014","81.42","81.42","81.69","81.36","","-0.04%"
"08/03/2014","81.45","81.30","81.72","81.26","","0.18%"
"07/27/2014","81.30","81.04","81.57","80.98","","0.33%"
"07/20/2014","81.03","80.52","81.08","80.42","","0.63%"
"07/13/2014","80.52","80.22","80.69","80.08","","0.41%"
"07/06/2014","80.19","80.25","80.36","79.98","","-0.10%"
"06/29/2014","80.27","80.04","80.31","79.74","","0.31%"
"06/22/2014","80.02","80.37","80.43","80.01","","-0.44%"
"06/15/2014","80.37","80.61","80.71","80.15","","-0.26%"
"06/08/2014","80.58","80.43","80.90","80.30","","0.21%"
"06/01/2014","80.41","80.36","81.02","80.24","","0.05%"
"05/25/2014","80.37","80.40","80.58","80.17","","-0.02%"
"05/18/2014","80.39","80.08","80.44","79.88","","0.44%"
"05/11/2014","80.04","79.90","80.34","79.78","","0.18%"
"05/04/2014","79.90","79.48","79.92","78.91","","0.48%"
"04/27/2014","79.52","79.74","79.92","79.41","","-0.29%"
"04/20/2014","79.75","79.89","79.99","79.66","","-0.10%"
"04/13/2014","79.83","79.62","79.90","79.56","","0.48%"
"04/06/2014","79.45","80.44","80.45","79.33","","-1.21%"
"03/30/2014","80.42","80.15","80.60","79.96","","0.30%"
"03/23/2014","80.18","80.09","80.29","79.75","","0.09%"
"03/16/2014","80.11","79.43","80.35","79.28","","0.83%"
"03/09/2014","79.45","79.69","79.93","79.27","","-0.34%"
"03/02/2014","79.72","79.90","80.27","79.43","","0.04%"
"02/23/2014","79.69","80.28","80.58","79.69","","-0.69%"
"02/16/2014","80.24","80.08","80.42","79.93","","0.11%"
"02/09/2014","80.15","80.77","80.83","80.06","","-0.67%"
"02/02/2014","80.69","81.28","81.32","80.60","","-0.76%"
"01/26/2014","81.31","80.46","81.32","80.30","","1.06%"
"01/19/2014","80.46","81.17","81.39","80.15","","-0.94%"
"01/12/2014","81.22","80.58","81.30","80.44","","0.69%"
"01/05/2014","80.66","80.86","81.19","80.53","","-0.16%"
"12/29/2013","80.79","80.29","80.89","79.93","","0.50%"
"12/22/2013","80.39","80.53","80.62","79.69","","-0.24%"
"12/15/2013","80.58","80.23","80.83","79.81","","0.46%"
"12/08/2013","80.21","80.25","80.42","79.76","","-0.12%"
"12/01/2013","80.31","80.66","80.99","80.22","","-0.46%"
"11/24/2013","80.68","80.69","81.02","80.48","","-0.04%"
"11/17/2013","80.71","80.82","81.29","80.49","","-0.17%"
"11/10/2013","80.85","81.29","81.46","80.73","","-0.55%"
"11/03/2013","81.30","80.69","81.48","80.38","","0.72%"
"10/27/2013","80.72","79.23","80.78","79.15","","1.93%"
"10/20/2013","79.19","79.62","79.82","79.00","","-0.58%"
"10/13/2013","79.65","80.29","80.75","79.48","","-0.95%"
"10/06/2013","80.41","80.06","80.59","79.84","","0.35%"
"09/29/2013","80.13","80.34","80.38","79.63","","-0.20%"
"09/22/2013","80.29","80.32","80.65","80.11","","-0.17%"
"09/15/2013","80.43","81.23","81.35","80.06","","-1.25%"
"09/08/2013","81.45","82.26","82.31","81.36","","-0.85%"
"09/01/2013","82.15","82.05","82.67","82.02","","0.07%"
"08/25/2013","82.09","81.34","82.26","81.11","","0.90%"
"08/18/2013","81.36","81.30","81.72","80.75","","0.12%"
"08/11/2013","81.26","81.24","81.94","81.05","","0.16%"
"08/04/2013","81.13","81.92","82.08","80.87","","-0.95%"
"07/28/2013","81.91","81.60","82.49","81.41","","0.31%"
"07/21/2013","81.66","82.61","82.55","81.55","","-1.16%"
"07/14/2013","82.62","82.91","83.46","82.34","","-0.45%"
"07/07/2013","82.99","84.54","84.75","82.42","","-1.72%"
"06/30/2013","84.44","83.18","84.53","82.97","","1.56%"
"06/23/2013","83.14","82.55","83.34","82.24","","0.89%"
"06/16/2013","82.41","80.63","82.52","80.50","","2.22%"
"06/09/2013","80.62","81.84","82.09","80.50","","-1.29%"
"06/02/2013","81.67","83.32","83.38","81.08","","-1.91%"
"05/26/2013","83.26","83.59","84.37","82.95","","-0.53%"
"05/19/2013","83.70","84.14","84.50","83.43","","-0.65%"
"05/12/2013","84.25","83.26","84.37","82.96","","1.34%"
"05/05/2013","83.14","82.11","83.44","81.72","","1.27%"
"04/28/2013","82.10","82.36","82.52","81.33","","-0.45%"
"04/21/2013","82.47","82.74","83.19","82.39","","-0.29%"
"04/14/2013","82.71","82.12","82.78","81.72","","0.71%"
"04/07/2013","82.13","82.75","82.83","82.05","","-0.45%"
"03/31/2013","82.50","83.05","83.49","82.27","","-0.87%"
"03/24/2013","83.22","82.52","83.30","82.15","","0.84%"
"03/17/2013","82.53","82.60","83.10","82.29","","0.49%"
"03/10/2013","82.13","82.78","83.17","82.05","","-0.71%"
"03/03/2013","82.72","82.32","82.92","81.90","","0.53%"
"02/24/2013","82.28","81.53","82.51","81.07","","1.01%"
"02/17/2013","81.46","80.55","81.59","80.27","","1.09%"
"02/10/2013","80.58","80.25","80.62","79.84","","0.46%"
"02/03/2013","80.21","79.23","80.28","79.18","","1.26%"
"01/27/2013","79.21","79.79","79.93","78.92","","-0.68%"
"01/20/2013","79.75","80.11","80.15","79.68","","-0.36%"
"01/13/2013","80.04","79.48","80.19","79.34","","0.60%"
"01/06/2013","79.56","80.46","80.68","79.44","","-1.17%"
"12/30/2012","80.50","79.67","80.87","79.28","","1.03%"
"12/23/2012","79.68","79.62","79.93","79.36","","0.08%"
"12/16/2012","79.62","79.65","79.70","79.01","","0.05%"
"12/09/2012","79.58","80.56","80.57","79.50","","-1.03%"
"12/02/2012","80.41","80.24","80.66","79.57","","0.32%"
"11/25/2012","80.15","80.25","80.59","80.02","","-0.05%"
"11/18/2012","80.19","81.20","81.27","80.13","","-1.32%"
"11/11/2012","81.26","81.03","81.45","80.90","","0.28%"
"11/04/2012","81.03","80.62","81.09","80.28","","0.55%"
"10/28/2012","80.59","80.02","80.61","79.67","","0.65%"
"10/21/2012","80.07","79.63","80.27","79.47","","0.57%"
"10/14/2012","79.62","79.69","79.97","78.94","","-0.06%"
"10/07/2012","79.67","79.36","80.20","79.36","","0.42%"
"09/30/2012","79.34","79.95","80.15","79.10","","-0.75%"
"09/23/2012","79.94","79.16","80.01","79.16","","0.77%"
"09/16/2012","79.33","78.85","79.66","78.72","","0.61%"
"09/09/2012","78.85","80.38","80.43","78.60","","-1.74%"
"09/02/2012","80.25","81.29","81.67","80.15","","-1.18%"
"08/26/2012","81.21","81.62","81.82","80.96","","-0.47%"
"08/19/2012","81.59","82.59","82.72","81.22","","-1.22%"
"08/12/2012","82.60","82.57","82.88","82.20","","0.06%"
"08/05/2012","82.55","82.33","82.87","82.04","","0.21%"
"07/29/2012","82.38","82.73","83.51","82.20","","-0.40%"
"07/22/2012","82.71","83.68","84.10","82.34","","-0.92%"
"07/15/2012","83.48","83.23","83.64","82.73","","0.16%"
"07/08/2012","83.35","83.38","83.83","82.98","","-0.04%"
"07/01/2012","83.38","81.56","83.43","81.53","","2.14%"
"06/24/2012","81.63","82.34","82.88","81.43","","-0.77%"
"06/17/2012","82.26","81.34","82.47","81.19","","0.77%"
"06/10/2012","81.63","81.92","82.73","81.48","","-1.07%"
"06/03/2012","82.51","82.91","83.08","81.91","","-0.46%"
"05/27/2012","82.89","82.08","83.54","81.83","","0.59%"
"05/20/2012","82.40","81.11","82.46","80.90","","1.37%"
"05/13/2012","81.29","80.35","81.76","80.36","","1.28%"
"05/06/2012","80.26","79.76","80.34","79.53","","0.96%"
"04/29/2012","79.50","78.80","79.52","78.60","","1.00%"
"04/22/2012","78.71","79.37","79.65","78.67","","-0.61%"
"04/15/2012","79.19","79.92","80.18","79.11","","-0.88%"
"04/08/2012","79.89","79.80","80.10","79.21","","0.00%"
"04/01/2012","79.89","78.89","80.18","78.66","","1.13%"
"03/25/2012","79.00","79.31","79.72","78.73","","-0.43%"
"03/18/2012","79.34","79.77","79.95","79.21","","-0.56%"
"03/11/2012","79.79","80.03","80.74","79.67","","-0.31%"
"03/04/2012","80.04","79.46","80.06","79.07","","0.81%"
"02/26/2012","79.40","78.38","79.45","78.09","","1.34%"
"02/19/2012","78.35","79.22","79.38","78.22","","-1.24%"
"02/12/2012","79.33","78.92","80.12","78.61","","0.28%"
"02/05/2012","79.11","79.07","79.52","78.36","","0.24%"
